"Time (s) Run #16","Angle, 670-231 (rad) Run #16"
6.600,-2.538
6.650,-2.560
6.700,-2.582
6.750,-2.598
6.800,-2.614
6.850,-2.626
6.900,-2.636
6.950,-2.645
7.000,-2.652
7.050,-2.658
7.100,-2.661
7.150,-2.664
7.200,-2.664
7.250,-2.667
7.300,-2.667
7.350,-2.667
7.400,-2.667
7.450,-2.667
7.500,-2.670
7.550,-2.673
7.600,-2.680
7.650,-2.686
7.700,-2.695
7.750,-2.705
7.800,-2.717
7.850,-2.733
7.900,-2.752
7.950,-2.771
8.000,-2.796
8.050,-2.821
8.100,-2.849
8.150,-2.881
8.200,-2.915
8.250,-2.953
8.300,-2.991
8.350,-3.028
8.400,-3.069
8.450,-3.110
8.500,-3.154
8.550,-3.195
8.600,-3.233
8.650,-3.270
8.700,-3.308
8.750,-3.346
8.800,-3.377
8.850,-3.409
8.900,-3.434
8.950,-3.459
9.000,-3.484
9.050,-3.503
9.100,-3.519
9.150,-3.534
9.200,-3.547
9.250,-3.556
9.300,-3.563
9.350,-3.569
9.400,-3.575
9.450,-3.578
9.500,-3.578
9.550,-3.581
9.600,-3.585
9.650,-3.585
9.700,-3.585
9.750,-3.588
9.800,-3.588
9.850,-3.591
9.900,-3.597
9.950,-3.603
10.000,-3.610
10.050,-3.619
10.100,-3.632
10.150,-3.644
10.200,-3.660
10.250,-3.679
10.300,-3.701
10.350,-3.723
10.400,-3.751
10.450,-3.779
10.500,-3.811
10.550,-3.845
10.600,-3.880
10.650,-3.918
10.700,-3.955
10.750,-3.993
10.800,-4.034
10.850,-4.075
10.900,-4.112
10.950,-4.150
11.000,-4.188
11.050,-4.222
11.100,-4.257
11.150,-4.285
11.200,-4.313
11.250,-4.339
11.300,-4.361
11.350,-4.383
11.400,-4.401
11.450,-4.414
11.500,-4.427
11.550,-4.439
11.600,-4.445
11.650,-4.455
11.700,-4.461
11.750,-4.464
11.800,-4.467
11.850,-4.470
11.900,-4.470
11.950,-4.474
12.000,-4.474
12.050,-4.477
12.100,-4.480
12.150,-4.483
12.200,-4.486
12.250,-4.492
12.300,-4.499
12.350,-4.508
12.400,-4.521
12.450,-4.533
12.500,-4.546
12.550,-4.565
12.600,-4.587
12.650,-4.609
12.700,-4.634
12.750,-4.662
12.800,-4.690
12.850,-4.722
12.900,-4.756
12.950,-4.794
13.000,-4.829
13.050,-4.866
13.100,-4.904
13.150,-4.942
13.200,-4.983
13.250,-5.017
13.300,-5.055
13.350,-5.089
13.400,-5.121
13.450,-5.149
13.500,-5.177
13.550,-5.202
13.600,-5.228
13.650,-5.246
13.700,-5.265
13.750,-5.281
13.800,-5.297
13.850,-5.306
13.900,-5.316
13.950,-5.325
14.000,-5.331
14.050,-5.334
14.100,-5.341
14.150,-5.344
14.200,-5.347
14.250,-5.347
14.300,-5.350
14.350,-5.353
14.400,-5.356
14.450,-5.360
14.500,-5.366
14.550,-5.369
14.600,-5.375
14.650,-5.385
14.700,-5.397
14.750,-5.410
14.800,-5.426
14.850,-5.441
14.900,-5.460
14.950,-5.482
15.000,-5.504
15.050,-5.532
15.100,-5.561
15.150,-5.589
15.200,-5.620
15.250,-5.655
15.300,-5.693
15.350,-5.727
15.400,-5.765
15.450,-5.799
15.500,-5.837
15.550,-5.872
15.600,-5.906
15.650,-5.941
15.700,-5.972
15.750,-6.000
15.800,-6.026
15.850,-6.054
15.900,-6.076
15.950,-6.098
16.000,-6.114
16.050,-6.132
16.100,-6.145
16.150,-6.158
16.200,-6.170
16.250,-6.176
16.300,-6.186
16.350,-6.192
16.400,-6.198
16.450,-6.202
16.500,-6.205
16.550,-6.211
16.600,-6.214
16.650,-6.217
16.700,-6.220
16.750,-6.223
16.800,-6.230
16.850,-6.236
16.900,-6.245
16.950,-6.255
17.000,-6.264
17.050,-6.277
17.100,-6.293
17.150,-6.308
17.200,-6.327
17.250,-6.349
17.300,-6.371
17.350,-6.396
17.400,-6.425
17.450,-6.453
17.500,-6.484
17.550,-6.516
17.600,-6.550
17.650,-6.585
17.700,-6.619
17.750,-6.651
17.800,-6.682
17.850,-6.714
17.900,-6.745
17.950,-6.776
18.000,-6.805
18.050,-6.830
18.100,-6.855
18.150,-6.877
18.200,-6.902
18.250,-6.918
18.300,-6.937
18.350,-6.955
18.400,-6.968
18.450,-6.981
18.500,-6.993
18.550,-7.006
18.600,-7.015
18.650,-7.025
18.700,-7.031
18.750,-7.040
18.800,-7.047
18.850,-7.053
18.900,-7.059
18.950,-7.065
19.000,-7.075
19.050,-7.081
19.100,-7.091
19.150,-7.100
19.200,-7.109
19.250,-7.122
19.300,-7.135
19.350,-7.150
19.400,-7.166
19.450,-7.182
19.500,-7.204
19.550,-7.223
19.600,-7.245
19.650,-7.270
19.700,-7.295
19.750,-7.320
19.800,-7.345
19.850,-7.373
19.900,-7.398
19.950,-7.424
20.000,-7.449
20.050,-7.471
20.100,-7.496
20.150,-7.521
20.200,-7.546
20.250,-7.568
20.300,-7.593
20.350,-7.615
20.400,-7.640
20.450,-7.662
20.500,-7.684
20.550,-7.706
20.600,-7.731
20.650,-7.753
20.700,-7.772
20.750,-7.794
20.800,-7.816
20.850,-7.838
20.900,-7.857
20.950,-7.879
21.000,-7.901
21.050,-7.920
21.100,-7.939
21.150,-7.961
21.200,-7.980
21.250,-7.999
21.300,-8.017
21.350,-8.033
21.400,-8.042
21.450,-8.049
21.500,-8.046
21.550,-8.036
21.600,-8.020
21.650,-7.995
21.700,-7.967
21.750,-7.933
21.800,-7.895
21.850,-7.854
21.900,-7.807
21.950,-7.757
22.000,-7.706
22.050,-7.656
22.100,-7.606
22.150,-7.552
22.200,-7.502
22.250,-7.455
22.300,-7.417
22.350,-7.380
22.400,-7.348
22.450,-7.317
22.500,-7.292
22.550,-7.270
22.600,-7.248
22.650,-7.232
22.700,-7.216
22.750,-7.204
22.800,-7.194
22.850,-7.185
22.900,-7.179
22.950,-7.175
23.000,-7.169
23.050,-7.169
23.100,-7.166
23.150,-7.166
23.200,-7.166
23.250,-7.166
23.300,-7.166
23.350,-7.166
23.400,-7.169
23.450,-7.169
23.500,-7.172
23.550,-7.172
23.600,-7.175
23.650,-7.179
23.700,-7.179
23.750,-7.182
23.800,-7.182
23.850,-7.182
23.900,-7.182
23.950,-7.182
24.000,-7.182
24.050,-7.182
24.100,-7.182
24.150,-7.182
24.200,-7.182
24.250,-7.182
24.300,-7.182
24.350,-7.179
24.400,-7.179
24.450,-7.179
24.500,-7.179
24.550,-7.179
24.600,-7.179
24.650,-7.179
24.700,-7.182
24.750,-7.182
24.800,-7.182
24.850,-7.182
24.900,-7.182
24.950,-7.182
25.000,-7.182
25.050,-7.182
25.100,-7.182
25.150,-7.182
25.200,-7.182
25.250,-7.182
25.300,-7.182
25.350,-7.182
25.400,-7.179
25.450,-7.179
25.500,-7.179
25.550,-7.179
25.600,-7.179
25.650,-7.179
25.700,-7.179
25.750,-7.175
25.800,-7.175
